#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1.40363659641856E+018,-0.0118682389,0.1396263402,-0.0153588974,7.5511205,-0.7518431667,-5.859473375
1.40363659642356E+018,0.0027925268,0.1452113938,-0.0153588974,7.477570625,-0.760015375,-5.7859235
1.40363659642856E+018,0.0104719755,0.1445132621,-0.013962634,7.5347760833,-0.6782932917,-5.7450624583
1.40363659643356E+018,0.0181514242,0.1438151304,-0.0076794487,7.526603875,-0.588399,-5.6061349167
1.40363659643856E+018,0.0265290046,0.1473057889,-0.0020943951,7.526603875,-0.5557101667,-5.516240625
1.40363659644356E+018,0.0300196631,0.1452113938,-0.0006981317,7.5674649167,-0.514849125,-5.418174125
1.40363659644856E+018,0.0342084533,0.1445132621,-0.0034906585,7.5919815417,-0.4086104167,-5.295591
1.40363659645356E+018,0.034906585,0.1480039206,0.0013962634,7.6900480417,-0.3759215833,-5.2383855417
1.40363659645856E+018,0.0356047167,0.149400184,-0.0006981317,7.7472535,-0.3514049583,-5.222041125
1.40363659646356E+018,0.0432841654,0.1487020523,-0.0062831853,7.820803375,-0.1879607917,-5.2056967083
1.40363659646856E+018,0.0397935069,0.1577777644,-0.0055850536,7.869836625,-0.171616375,-5.14849125
1.40363659647356E+018,0.0356047167,0.149400184,-0.0223402144,7.967903125,-0.1144109167,-5.1893522917
1.40363659647856E+018,0.0293215314,0.1452113938,-0.0300196631,8.0741418333,-0.0408610417,-5.1566634583
1.40363659648356E+018,0.0272271363,0.1396263402,-0.0383972435,8.1395195,-0.0081722083,-5.1566634583
1.40363659648856E+018,0.0314159265,0.1347394183,-0.0453785606,8.2947914583,0,-5.173007875
1.40363659649356E+018,0.0356047167,0.130550628,-0.053756141,8.3683413333,-0.0326888333,-5.1321468333
1.40363659649856E+018,0.041887902,0.123569311,-0.0628318531,8.4664078333,0.024516625,-5.074941375
1.40363659650356E+018,0.0397935069,0.1200786525,-0.0691150384,8.605335375,0.0408610417,-5.0667691667
1.40363659650856E+018,0.0439822972,0.1179842574,-0.0795870139,8.6625408333,0.122583125,-5.05042475
1.40363659651356E+018,0.0481710874,0.1207767842,-0.0893608577,8.6707130417,0.0817220833,-4.95235825
1.40363659651856E+018,0.0502654825,0.1221730476,-0.0942477796,8.605335375,0.14709975,-4.903325
1.40363659652356E+018,0.0509636142,0.1256637061,-0.0893608577,8.360169125,0.1797885833,-4.8706361667
1.40363659652856E+018,0.0551524044,0.1214749159,-0.0823795407,8.1476917083,0.122583125,-4.8052585
1.40363659653356E+018,0.0586430629,0.1207767842,-0.0726056969,7.9515587083,0.0408610417,-4.707192
1.40363659653856E+018,0.0558505361,0.1158898623,-0.0621337214,7.8044589583,0.0408610417,-4.7889140833
1.40363659654356E+018,0.0558505361,0.109606677,-0.0488692191,7.6083259583,0.04903325,-4.707192
1.40363659654856E+018,0.0502654825,0.10262536,-0.0411897703,7.50208725,0.0408610417,-4.7153642083
1.40363659655356E+018,0.0439822972,0.0942477796,-0.0314159265,7.477570625,0.2124774167,-4.731708625
1.40363659655856E+018,0.0321140582,0.0830776724,-0.0251327412,7.4693984167,0.3595771667,-4.682675375
1.40363659656356E+018,0.0202458193,0.0788888822,-0.020943951,7.5184316667,0.4249548333,-4.682675375
1.40363659656856E+018,0.0076794487,0.0600393263,-0.013962634,7.6818758333,0.4985047083,-4.6418143333
1.40363659657356E+018,-0.0020943951,0.0453785606,-0.0048869219,7.869836625,0.4739880833,-4.6009532917
1.40363659657856E+018,-0.0104719755,0.0328121899,-0.0006981317,8.016936375,0.4739880833,-4.5437478333
1.40363659658356E+018,-0.0167551608,0.0237364778,0.0020943951,8.2947914583,0.4985047083,-4.5764366667
1.40363659658856E+018,-0.0195476876,0.0160570291,0.0055850536,8.4500634167,0.4985047083,-4.56009225
1.40363659659356E+018,-0.0216420827,0.0125663706,0.0048869219,8.5481299167,0.4821602917,-4.56009225
1.40363659659856E+018,-0.0216420827,0.006981317,0.0104719755,8.7197462917,0.4494714583,-4.5764366667
1.40363659660356E+018,-0.0167551608,0.0041887902,0.0195476876,8.7279185,0.44129925,-4.5437478333
1.40363659660856E+018,-0.0118682389,0,0.027925268,8.6707130417,0.416782625,-4.511059
1.40363659661356E+018,-0.006981317,-0.0048869219,0.0363028484,8.6707130417,0.4821602917,-4.5192312083
1.40363659661856E+018,0.0027925268,-0.0167551608,0.0432841654,8.605335375,0.612915625,-4.437509125
1.40363659662356E+018,0.0048869219,-0.0202458193,0.0460766923,8.4990966667,0.6782932917,-4.388475875
1.40363659662856E+018,0.0006981317,-0.0314159265,0.0495673508,8.4418912083,0.710982125,-4.3312704167
1.40363659663356E+018,0.0041887902,-0.0363028484,0.0481710874,8.3765135417,0.7763597917,-4.2822371667
1.40363659663856E+018,0.0048869219,-0.0363028484,0.0474729557,8.2702748333,0.7763597917,-4.26589275
1.40363659664356E+018,0.0097738438,-0.0293215314,0.0474729557,8.2212415833,0.7518431667,-4.241376125
1.40363659664856E+018,0.013962634,-0.034906585,0.0495673508,8.09048625,0.8172208333,-4.2086872917
1.40363659665356E+018,0.0195476876,-0.0342084533,0.0474729557,7.8861810417,0.809048625,-4.1841706667
1.40363659665856E+018,0.0230383461,-0.0314159265,0.046774824,7.869836625,0.83356525,-4.1514818333
1.40363659666356E+018,0.0223402144,-0.0397935069,0.0439822972,7.89435325,0.8499096667,-4.192342875
1.40363659666856E+018,0.0258308729,-0.0460766923,0.0425860337,7.9760753333,0.907115125,-4.1841706667
1.40363659667356E+018,0.0265290046,-0.0432841654,0.0376991118,8.0986584583,0.907115125,-4.1351374167
1.40363659667856E+018,0.0265290046,-0.0474729557,0.0390953752,8.2539304167,1.0133538333,-4.0779319583
1.40363659668356E+018,0.0272271363,-0.0474729557,0.0453785606,8.3928579583,1.0869037083,-4.0207265
1.40363659668856E+018,0.0272271363,-0.0460766923,0.0460766923,8.703401875,1.0460426667,-3.9798654583
1.40363659669356E+018,0.0251327412,-0.0383972435,0.0474729557,8.9322237083,1.1114203333,-3.9880376667
1.40363659669856E+018,0.027925268,-0.0286233997,0.0411897703,9.0629790417,1.1195925417,-3.947176625
1.40363659670356E+018,0.0272271363,-0.0195476876,0.0383972435,9.1120122917,1.12776475,-3.947176625
1.40363659670856E+018,0.0328121899,-0.0146607657,0.0251327412,9.1610455417,1.1604535833,-3.9635210417
1.40363659671356E+018,0.0397935069,-0.0062831853,0.0174532925,9.0629790417,1.1441091667,-3.9308322083
1.40363659671856E+018,0.0397935069,-0.0055850536,0.0034906585,8.9812569583,1.1195925417,-3.92266
1.40363659672356E+018,0.0404916386,0.0006981317,-0.0090757121,8.9894291667,1.1686257917,-3.947176625
1.40363659672856E+018,0.0404916386,0.0041887902,-0.0244346095,8.899534875,1.1441091667,-3.92266
1.40363659673356E+018,0.0356047167,0.013962634,-0.0342084533,8.825985,1.12776475,-3.92266
1.40363659673856E+018,0.0314159265,0.0244346095,-0.0383972435,8.7851239583,1.0950759167,-3.947176625
1.40363659674356E+018,0.0321140582,0.0342084533,-0.0453785606,8.8096405833,1.152281375,-3.9308322083
1.40363659674856E+018,0.0342084533,0.0453785606,-0.0481710874,8.67888525,1.12776475,-3.8899711667
1.40363659675356E+018,0.0300196631,0.0544542727,-0.0481710874,8.6625408333,1.1114203333,-3.8572823333
1.40363659675856E+018,0.0258308729,0.0649262482,-0.046774824,8.6625408333,1.1686257917,-3.849110125
1.40363659676356E+018,0.0230383461,0.0733038286,-0.034906585,8.6461964167,1.22583125,-3.800076875
1.40363659676856E+018,0.020943951,0.0837758041,-0.0265290046,8.7279185,1.201314625,-3.7183547917
1.40363659677356E+018,0.0104719755,0.0907571211,-0.0153588974,8.825985,1.176798,-3.7101825833
1.40363659677856E+018,0.0034906585,0.1005309649,-0.0055850536,8.8913626667,1.0787315,-3.6448049167
1.40363659678356E+018,-0.0027925268,0.1117010721,0.0062831853,8.97308475,0.9724927917,-3.6611493333
1.40363659678856E+018,-0.0041887902,0.1270599695,0.0174532925,9.1120122917,0.9398039583,-3.702010375
1.40363659679356E+018,0.0013962634,0.1382300768,0.0251327412,9.1283567083,0.956148375,-3.7346992083
1.40363659679856E+018,0.0041887902,0.1487020523,0.0314159265,9.046634625,0.9724927917,-3.751043625
1.40363659680356E+018,0.0062831853,0.1521927108,0.0363028484,9.1120122917,1.0869037083,-3.7673880417
1.40363659680856E+018,0.0027925268,0.1500983157,0.0363028484,9.16921775,1.1441091667,-3.7919046667
1.40363659681356E+018,-0.0076794487,0.149400184,0.0188495559,9.193734375,1.1686257917,-3.8327657083
1.40363659681856E+018,-0.013962634,0.1438151304,0,9.3326619167,1.2094868333,-3.8572823333
1.40363659682356E+018,-0.0237364778,0.1403244719,-0.0258308729,9.4307284167,1.201314625,-3.8654545417
1.40363659682856E+018,-0.0300196631,0.1438151304,-0.0565486678,9.414384,1.1849702083,-3.849110125
1.40363659683356E+018,-0.027925268,0.1438151304,-0.0698131701,9.4797616667,1.1195925417,-3.8817989583
1.40363659683856E+018,-0.0300196631,0.1445132621,-0.0830776724,9.414384,1.0950759167,-3.898143375
1.40363659684356E+018,-0.0314159265,0.1507964474,-0.0879645943,9.2999730833,1.0133538333,-3.8327657083
1.40363659684856E+018,-0.027925268,0.1528908425,-0.0907571211,9.1610455417,0.907115125,-3.8082490833
1.40363659685356E+018,-0.0321140582,0.1528908425,-0.081681409,9.07115125,0.8499096667,-3.8164212917
1.40363659685856E+018,-0.0363028484,0.1500983157,-0.0760963554,8.997601375,0.7681875833,-3.7837324583
1.40363659686356E+018,-0.0370009801,0.1459095255,-0.0670206433,8.9894291667,0.6456044583,-3.8082490833
1.40363659686856E+018,-0.0370009801,0.1466076572,-0.0600393263,8.9158792917,0.612915625,-3.8082490833
1.40363659687356E+018,-0.0439822972,0.1500983157,-0.0446804289,8.8586738333,0.6047434167,-3.751043625
1.40363659687856E+018,-0.0383972435,0.1542871059,-0.0195476876,8.8831904583,0.465815875,-3.800076875
1.40363659688356E+018,-0.0383972435,0.1507964474,0.0027925268,8.8668460417,0.44129925,-3.7837324583
1.40363659688856E+018,-0.0321140582,0.1431169987,0.0272271363,8.899534875,0.5311935417,-3.8409379167
1.40363659689356E+018,-0.0286233997,0.1410226036,0.0453785606,8.9240515,0.612915625,-3.849110125
1.40363659689856E+018,-0.0307177948,0.1333431549,0.0502654825,9.0548068333,0.8172208333,-3.8899711667
1.40363659690356E+018,-0.0411897703,0.1200786525,0.0411897703,9.144701125,0.9643205833,-3.92266
1.40363659690856E+018,-0.0495673508,0.1110029404,0.020943951,9.1120122917,0.9643205833,-3.9635210417
1.40363659691356E+018,-0.0642281165,0.0942477796,0.0020943951,9.193734375,0.956148375,-3.996209875
1.40363659691856E+018,-0.0719075652,0.0774926188,-0.0132645023,9.2100787917,0.9643205833,-3.9635210417
1.40363659692356E+018,-0.0705113018,0.0642281165,-0.0251327412,9.2100787917,0.9479761667,-3.9635210417
1.40363659692856E+018,-0.0733038286,0.0558505361,-0.034906585,9.291800875,0.8907707083,-4.0043820833
1.40363659693356E+018,-0.0726056969,0.046774824,-0.0460766923,9.242767625,0.9398039583,-3.97169325
1.40363659693856E+018,-0.0753982237,0.0328121899,-0.0565486678,9.144701125,0.8744262917,-3.9798654583
1.40363659694356E+018,-0.0733038286,0.0188495559,-0.0712094335,9.1201845,0.8008764167,-4.0125542917
1.40363659694856E+018,-0.0691150384,0.0041887902,-0.0823795407,9.0384624167,0.760015375,-3.9880376667
1.40363659695356E+018,-0.0698131701,-0.0104719755,-0.0879645943,8.9403959167,0.588399,-3.9880376667
1.40363659695856E+018,-0.0698131701,-0.0244346095,-0.0823795407,8.9649125417,0.4494714583,-4.0615875417
1.40363659696356E+018,-0.0621337214,-0.0300196631,-0.0558505361,8.948568125,0.3759215833,-4.118793
1.40363659696856E+018,-0.060737458,-0.0370009801,-0.020943951,8.8586738333,0.3268883333,-4.1514818333
1.40363659697356E+018,-0.0586430629,-0.0363028484,0.0160570291,8.7687795417,0.171616375,-4.1841706667
1.40363659697856E+018,-0.0523598776,-0.0453785606,0.0586430629,8.7115740833,0.1062387083,-4.2332039167
1.40363659698356E+018,-0.0425860337,-0.0558505361,0.0921533845,8.6461964167,0.04903325,-4.2577205417
1.40363659698856E+018,-0.0404916386,-0.067718775,0.1179842574,8.629852,0.073549875,-4.3476148333
1.40363659699356E+018,-0.0411897703,-0.081681409,0.123569311,8.6135075833,0.2124774167,-4.4211647083
1.40363659699856E+018,-0.0432841654,-0.0984365698,0.116587994,8.4745800417,0.3514049583,-4.3476148333
1.40363659700356E+018,-0.0516617459,-0.1130973355,0.1068141502,8.409202375,0.4331270417,-4.3721314583
1.40363659700856E+018,-0.0558505361,-0.1291543646,0.0858701992,8.4500634167,0.514849125,-4.486542375
1.40363659701356E+018,-0.0600393263,-0.1396263402,0.0719075652,8.4990966667,0.5311935417,-4.5437478333
1.40363659701856E+018,-0.0572467995,-0.1500983157,0.0544542727,8.4173745833,0.514849125,-4.5519200417
1.40363659702356E+018,-0.046774824,-0.1584758961,0.0432841654,8.4255467917,0.4985047083,-4.6172977083
1.40363659702856E+018,-0.0363028484,-0.1780235837,0.0411897703,8.38468575,0.5802267917,-4.5927810833
1.40363659703356E+018,-0.0230383461,-0.1905899543,0.0390953752,8.3519969167,0.5965712083,-4.6172977083
1.40363659703856E+018,-0.0125663706,-0.2038544566,0.0335103216,8.3274802917,0.5965712083,-4.6418143333
1.40363659704356E+018,-0.0027925268,-0.2143264321,0.0265290046,8.3519969167,0.6864655,-4.707192
1.40363659704856E+018,0.006981317,-0.2192133541,0.0083775804,8.409202375,0.6210878333,-4.7235364167
1.40363659705356E+018,0.0104719755,-0.2247984077,-0.0083775804,8.4909244583,0.588399,-4.8216029167
1.40363659705856E+018,0.0097738438,-0.2303834613,-0.0300196631,8.556302125,0.4004382083,-4.8869805833
1.40363659706356E+018,0.0118682389,-0.231081593,-0.0439822972,8.58081875,0.1307553333,-4.927841625
1.40363659706856E+018,0.0202458193,-0.2296853296,-0.0314159265,8.5644743333,-0.196133,-4.9360138333
1.40363659707356E+018,0.0363028484,-0.2275909345,0.006981317,8.6870574583,-0.367749375,-5.0667691667
1.40363659707856E+018,0.0642281165,-0.224100276,0.0551524044,8.654368625,-0.4903325,-5.1076302083
1.40363659708356E+018,0.0928515162,-0.2199114858,0.0935496479,8.7606073333,-0.465815875,-5.1893522917
1.40363659708856E+018,0.1137954672,-0.2171189589,0.1263618378,8.8423294167,-0.3268883333,-5.3364520417
1.40363659709356E+018,0.1319468915,-0.2080432468,0.1431169987,8.8341572083,-0.1389275417,-5.3527964583
1.40363659709856E+018,0.1445132621,-0.2024581932,0.1361356817,8.654368625,-0.0326888333,-5.3364520417
1.40363659710356E+018,0.1473057889,-0.2080432468,0.1110029404,8.5236132917,0.1062387083,-5.3119354167
1.40363659710856E+018,0.1466076572,-0.2178170906,0.0872664626,8.3683413333,0.2615106667,-5.271074375
1.40363659711356E+018,0.1445132621,-0.2185152223,0.0621337214,8.360169125,0.24516625,-5.3527964583
1.40363659711856E+018,0.1452113938,-0.2178170906,0.0370009801,8.4255467917,0.2615106667,-5.4753795833
1.40363659712356E+018,0.1417207353,-0.2073451151,0.013962634,8.48275225,0.3268883333,-5.6061349167
1.40363659712856E+018,0.1466076572,-0.1905899543,-0.0076794487,8.4418912083,0.2615106667,-5.6061349167
1.40363659713356E+018,0.1570796327,-0.1822123739,-0.0202458193,8.458235625,0.2124774167,-5.712373625
1.40363659713856E+018,0.1682497399,-0.1759291886,-0.0328121899,8.4500634167,0.1797885833,-5.83495675
1.40363659714356E+018,0.1850049007,-0.1717403984,-0.0481710874,8.4418912083,0.1062387083,-5.8676455833
1.40363659714856E+018,0.1947787445,-0.1724385301,-0.0635299848,8.5154410833,0.073549875,-5.908506625
1.40363659715356E+018,0.2087413785,-0.1766273203,-0.0788888822,8.5481299167,0.0572054583,-5.9738842917
1.40363659715856E+018,0.2157226955,-0.1731366618,-0.0914552528,8.6135075833,0.024516625,-5.9493676667
1.40363659716356E+018,0.224100276,-0.1668534765,-0.0851720675,8.7442629167,-0.0572054583,-5.9248510417
1.40363659716856E+018,0.2317797247,-0.1598721595,-0.0733038286,8.801468375,-0.0408610417,-5.8431289583
1.40363659717356E+018,0.2401573051,-0.1445132621,-0.0628318531,8.77695175,-0.073549875,-5.73689025
1.40363659717856E+018,0.2436479636,-0.1319468915,-0.0460766923,8.8096405833,-0.0898942917,-5.712373625
1.40363659718356E+018,0.2492330172,-0.1123992038,-0.0307177948,8.801468375,0,-5.761406875
1.40363659718856E+018,0.2429498319,-0.0998328332,-0.0272271363,8.7442629167,0.04903325,-5.8431289583
1.40363659719356E+018,0.231081593,-0.0823795407,-0.0335103216,8.6380242083,-0.024516625,-5.8921622083
1.40363659719856E+018,0.2234021443,-0.0726056969,-0.0411897703,8.605335375,-0.0817220833,-6.0229175417
1.40363659720356E+018,0.2185152223,-0.0670206433,-0.046774824,8.458235625,-0.1389275417,-6.0229175417
1.40363659720856E+018,0.2178170906,-0.0551524044,-0.0488692191,8.311135875,-0.318716125,-6.1209840417
1.40363659721356E+018,0.2157226955,-0.0439822972,-0.0481710874,8.360169125,-0.34323275,-6.2353949583
1.40363659721856E+018,0.2206096175,-0.0425860337,-0.0502654825,8.2784470417,-0.3268883333,-6.276256
1.40363659722356E+018,0.2254965394,-0.0307177948,-0.0523598776,8.2539304167,-0.3759215833,-6.3171170417
1.40363659722856E+018,0.2254965394,-0.0293215314,-0.0656243799,8.3356525,-0.3840937917,-6.3579780833
1.40363659723356E+018,0.2296853296,-0.0174532925,-0.0698131701,8.2947914583,-0.4576436667,-6.3661502917
1.40363659723856E+018,0.2359685149,-0.0013962634,-0.0823795407,8.1803805417,-0.4903325,-6.2926004167
1.40363659724356E+018,0.2478367538,0.0055850536,-0.0991347015,8.09048625,-0.5802267917,-6.22722275
1.40363659724856E+018,0.2583087293,0.0111701072,-0.1130973355,7.9842475417,-0.5066769167,-6.1700172917
1.40363659725356E+018,0.2687807048,0.0202458193,-0.1200786525,7.8289755833,-0.4494714583,-6.1455006667
1.40363659725856E+018,0.2750638901,0.0237364778,-0.1249655744,7.8126311667,-0.4004382083,-6.1455006667
1.40363659726356E+018,0.2785545486,0.0314159265,-0.1312487597,7.7635979167,-0.2941995,-6.006573125
1.40363659726856E+018,0.2792526803,0.0390953752,-0.1319468915,7.5429482917,-0.2533384583,-5.9166788333
1.40363659727356E+018,0.2813470754,0.0460766923,-0.1340412866,7.4612262083,-0.2615106667,-5.7940957083
1.40363659727856E+018,0.2743657584,0.0509636142,-0.1403244719,7.4203651667,-0.2043052083,-5.83495675
1.40363659728356E+018,0.2624975195,0.0572467995,-0.1507964474,7.3876763333,-0.2615106667,-5.83495675
1.40363659728856E+018,0.2534218074,0.0649262482,-0.1549852376,7.5511205,-0.416782625,-5.8431289583
1.40363659729356E+018,0.2415535685,0.0830776724,-0.156381501,7.722736875,-0.6537766667,-5.93302325
1.40363659729856E+018,0.2296853296,0.0893608577,-0.1403244719,7.9106976667,-0.8499096667,-6.0147453333
1.40363659730356E+018,0.2415535685,0.1019272283,-0.1179842574,7.9433865,-1.0460426667,-6.03108975
1.40363659730856E+018,0.2583087293,0.1144935989,-0.0802851456,7.9842475417,-1.0705592917,-6.1128118333
1.40363659731356E+018,0.2694788365,0.1179842574,-0.0453785606,8.0986584583,-0.980665,-6.104639625
1.40363659731856E+018,0.2855358656,0.1151917306,-0.027925268,8.1558639167,-0.858081875,-6.104639625
1.40363659732356E+018,0.293913446,0.1144935989,-0.0328121899,8.2212415833,-0.73549875,-6.1863617083
1.40363659732856E+018,0.2994984996,0.1130973355,-0.0460766923,8.1803805417,-0.6292600417,-6.1618450833
1.40363659733356E+018,0.3015928947,0.1144935989,-0.0663225116,8.0332807917,-0.563882375,-6.0882952083
1.40363659733856E+018,0.3064798167,0.1158898623,-0.0872664626,7.8371477917,-0.563882375,-6.0719507917
1.40363659734356E+018,0.3057816849,0.1089085453,-0.1047197551,7.5674649167,-0.5311935417,-6.0229175417
1.40363659734856E+018,0.3050835532,0.1151917306,-0.1158898623,7.3141264583,-0.4004382083,-5.957539875
1.40363659735356E+018,0.3036872898,0.1130973355,-0.1284562329,7.1506822917,-0.3840937917,-5.9820565
1.40363659735856E+018,0.2960078411,0.1075122819,-0.1375319451,7.0771324167,-0.3595771667,-6.055606375
1.40363659736356E+018,0.2890265241,0.1047197551,-0.1521927108,7.01175475,-0.3268883333,-6.080123
1.40363659736856E+018,0.2757620218,0.1068141502,-0.1682497399,6.9545492917,-0.3759215833,-6.202706125
1.40363659737356E+018,0.2652900463,0.1137954672,-0.1801179788,6.9627215,-0.416782625,-6.3089448333
1.40363659737856E+018,0.259006861,0.1130973355,-0.1836086373,6.8973438333,-0.612915625,-6.2599115833
1.40363659738356E+018,0.2576105976,0.1117010721,-0.184306769,6.9218604583,-0.8008764167,-6.3416336667
1.40363659738856E+018,0.2631956512,0.1130973355,-0.1794198471,6.9790659167,-0.858081875,-6.3906669167
1.40363659739356E+018,0.2645919146,0.1061160185,-0.1738347935,7.01175475,-0.784532,-6.4642167917
1.40363659739856E+018,0.2617993878,0.1012290966,-0.1738347935,7.1588545,-0.7681875833,-6.4315279583
1.40363659740356E+018,0.2624975195,0.0998328332,-0.1731366618,7.2732654167,-0.9152873333,-6.42335575
1.40363659740856E+018,0.2576105976,0.0949459113,-0.1696460033,7.3222986667,-1.005181625,-6.4315279583
1.40363659741356E+018,0.2652900463,0.0984365698,-0.1521927108,7.3222986667,-1.005181625,-6.4070113333
1.40363659741856E+018,0.2764601535,0.0977384381,-0.13543755,7.30595425,-1.0705592917,-6.4151835417
1.40363659742356E+018,0.2897246558,0.0977384381,-0.1263618378,7.2732654167,-0.9888372083,-6.447872375
1.40363659742856E+018,0.3015928947,0.1012290966,-0.1186823891,7.1425100833,-0.907115125,-6.472389
1.40363659743356E+018,0.3078760801,0.1089085453,-0.1172861257,7.01175475,-0.8744262917,-6.6031443333
1.40363659743856E+018,0.312763002,0.1068141502,-0.1228711793,6.91368825,-0.784532,-6.7012108333
1.40363659744356E+018,0.3190461873,0.1012290966,-0.1291543646,6.7747607083,-0.7191543333,-6.7992773333
1.40363659744856E+018,0.3218387141,0.1019272283,-0.1480039206,6.644005375,-0.7028099167,-6.864655
1.40363659745356E+018,0.3204424507,0.0928515162,-0.1738347935,6.61948875,-0.73549875,-6.91368825
1.40363659745856E+018,0.3204424507,0.0879645943,-0.2031563249,6.644005375,-0.6864655,-6.9954103333
1.40363659746356E+018,0.3190461873,0.0879645943,-0.2227040126,6.5622832917,-0.8172208333,-7.0035825417
1.40363659746856E+018,0.3218387141,0.0914552528,-0.2352703832,6.61948875,-0.93163175,-7.036271375
1.40363659747356E+018,0.3225368458,0.0921533845,-0.2436479636,6.5786277083,-0.956148375,-7.0771324167
1.40363659747856E+018,0.3295181628,0.0984365698,-0.2471386221,6.5132500417,-1.0705592917,-7.0280991667
1.40363659748356E+018,0.326725636,0.1047197551,-0.2464404904,6.4887334167,-1.1931424167,-7.0526157917
1.40363659748856E+018,0.326725636,0.1047197551,-0.23806291,6.496905625,-1.2585200833,-7.036271375
1.40363659749356E+018,0.3358013481,0.1117010721,-0.2199114858,6.3906669167,-1.4301364583,-7.0035825417
1.40363659749856E+018,0.3455751919,0.1151917306,-0.1877974275,6.398839125,-1.5854084167,-6.9627215
1.40363659750356E+018,0.3588396942,0.1172861257,-0.149400184,6.4070113333,-1.6099250417,-7.0035825417
1.40363659750856E+018,0.3762929867,0.1256637061,-0.1089085453,6.3743225,-1.5772362083,-7.01175475
1.40363659751356E+018,0.3979350695,0.1333431549,-0.0823795407,6.3824947083,-1.5118585417,-7.036271375
1.40363659751856E+018,0.4160864937,0.1347394183,-0.0719075652,6.3824947083,-1.4137920417,-7.1016490417
1.40363659752356E+018,0.422369679,0.1368338134,-0.0642281165,6.3416336667,-1.2585200833,-7.1016490417
1.40363659752856E+018,0.4286528643,0.142418867,-0.0649262482,6.300772625,-1.1441091667,-7.1179934583
1.40363659753356E+018,0.4258603375,0.1396263402,-0.0788888822,6.3416336667,-1.0133538333,-7.134337875
1.40363659753856E+018,0.4244640741,0.13543755,-0.0984365698,6.3171170417,-0.907115125,-7.134337875
1.40363659754356E+018,0.4188790205,0.1361356817,-0.1214749159,6.3089448333,-0.9398039583,-7.1506822917
1.40363659754856E+018,0.4181808888,0.1396263402,-0.1375319451,6.4560445833,-1.0378704583,-7.20788775
1.40363659755356E+018,0.4146902303,0.1431169987,-0.1459095255,6.5377666667,-1.0950759167,-7.3631597083
1.40363659755856E+018,0.415388362,0.1591740278,-0.1473057889,6.5050778333,-1.2094868333,-7.40402075
1.40363659756356E+018,0.4230678107,0.1752310569,-0.1403244719,6.447872375,-1.3892754167,-7.4448817917
1.40363659756856E+018,0.4307472594,0.1794198471,-0.1249655744,6.3661502917,-1.4791697083,-7.50208725
1.40363659757356E+018,0.4384267081,0.1794198471,-0.1040216234,6.1781895,-1.5282029583,-7.50208725
1.40363659757856E+018,0.450294947,0.1808161105,-0.0788888822,6.1373284583,-1.642613875,-7.526603875
1.40363659758356E+018,0.4656538444,0.1808161105,-0.0565486678,6.1781895,-1.6753027083,-7.5511205
1.40363659758856E+018,0.4761258199,0.1801179788,-0.041887902,6.1209840417,-1.6671305,-7.5511205
1.40363659759356E+018,0.4852015321,0.1877974275,-0.0300196631,6.1128118333,-1.691647125,-7.5347760833
1.40363659759856E+018,0.4963716393,0.1954768762,-0.0251327412,6.1618450833,-1.6507860833,-7.5429482917
1.40363659760356E+018,0.5012585612,0.1968731396,-0.0237364778,6.153672875,-1.52003075,-7.50208725
1.40363659760856E+018,0.5033529563,0.2017600615,-0.020943951,6.0882952083,-1.3811032083,-7.428537375
1.40363659761356E+018,0.5026548246,0.2038544566,-0.0195476876,6.1209840417,-1.372931,-7.4367095833
1.40363659761856E+018,0.504051088,0.2003637981,-0.0195476876,6.1373284583,-1.2585200833,-7.4612262083
1.40363659762356E+018,0.4956735076,0.2024581932,-0.027925268,6.12915625,-1.1849702083,-7.5184316667
1.40363659762856E+018,0.4886921906,0.2080432468,-0.0397935069,6.2190505417,-1.2666922917,-7.5592927083
1.40363659763356E+018,0.4810127418,0.2115339053,-0.0446804289,6.2435671667,-1.250347875,-7.60015375
1.40363659763856E+018,0.4803146101,0.2101376419,-0.0509636142,6.1700172917,-1.2748645,-7.5919815417
1.40363659764356E+018,0.4726351614,0.2073451151,-0.0523598776,6.1781895,-1.3565865833,-7.5919815417
1.40363659764856E+018,0.4670501078,0.2017600615,-0.0523598776,6.276256,-1.299381125,-7.5674649167
1.40363659765356E+018,0.464257581,0.2010619298,-0.0474729557,6.3416336667,-1.3075533333,-7.5511205
1.40363659765856E+018,0.4579743957,0.2024581932,-0.0460766923,6.472389,-1.4056198333,-7.5511205
1.40363659766356E+018,0.4537856055,0.2017600615,-0.0446804289,6.5786277083,-1.3320699583,-7.526603875
1.40363659766856E+018,0.4530874738,0.2017600615,-0.0446804289,6.6766942083,-1.3320699583,-7.50208725
1.40363659767356E+018,0.4537856055,0.2087413785,-0.0453785606,6.644005375,-1.3075533333,-7.4448817917
1.40363659767856E+018,0.4537856055,0.2108357736,-0.0446804289,6.6521775833,-1.2912089167,-7.453054
1.40363659768356E+018,0.4558800006,0.2087413785,-0.0411897703,6.61948875,-1.22583125,-7.4367095833
1.40363659768856E+018,0.4530874738,0.2087413785,-0.0356047167,6.496905625,-1.201314625,-7.4203651667
1.40363659769356E+018,0.4468042885,0.2059488517,-0.0404916386,6.5295944583,-1.1604535833,-7.477570625
